Prospect ID,Lead,Initial Communication,Customer Evaluation,Negotiation,PO Received,Delivery,Payment
ProspectID 8763,1,0,0,0,0,0,0
ProspectID 8764,0,0,0,1,0,1,0
ProspectID 8765,1,1,0,0,0,0,0
ProspectID 8766,1,1,1,0,0,0,0
ProspectID 8767,0,0,0,0,0,0,1
ProspectID 8768,1,1,1,0,1,0,1
ProspectID 8769,1,0,1,1,1,0,0
ProspectID 8770,0,0,0,1,0,0,1
ProspectID 8771,1,1,1,0,1,1,0
ProspectID 8772,1,1,0,1,0,1,0
ProspectID 8773,0,0,0,0,0,0,0
ProspectID 8774,1,1,0,0,0,1,0
ProspectID 8775,1,0,1,0,0,0,0
ProspectID 8776,0,0,0,0,0,0,0
ProspectID 8777,1,1,1,1,1,0,0
ProspectID 8778,1,1,1,1,1,0,1
ProspectID 8779,0,0,0,0,0,0,1
ProspectID 8780,1,1,1,1,1,0,0
ProspectID 8781,1,0,0,0,0,1,1
ProspectID 8782,0,0,0,0,0,1,0
ProspectID 8783,1,1,0,0,0,0,0
ProspectID 8784,1,1,1,0,0,1,0
ProspectID 8785,0,0,0,1,0,0,0
ProspectID 8786,1,1,1,1,1,0,0
ProspectID 8787,1,0,1,0,1,0,0
ProspectID 8788,0,0,0,1,0,0,0
ProspectID 8789,1,1,1,0,1,0,1
ProspectID 8790,1,1,0,0,0,0,1
ProspectID 8791,0,0,0,0,0,1,0
ProspectID 8792,1,1,0,0,0,1,1
ProspectID 8793,1,0,1,1,0,0,0
ProspectID 8794,0,0,0,1,0,1,0
ProspectID 8795,1,1,1,0,1,0,0
ProspectID 8796,1,1,1,1,1,0,0
ProspectID 8797,0,0,0,0,0,0,0
ProspectID 8798,1,1,1,0,1,0,0
ProspectID 8799,1,0,0,0,0,0,0
ProspectID 8800,0,0,0,0,0,0,1
ProspectID 8801,1,1,0,1,0,1,1
ProspectID 8802,1,1,1,1,0,1,0
ProspectID 8803,0,0,0,0,0,0,1
ProspectID 8804,1,1,1,1,1,1,0
ProspectID 8805,1,0,1,0,1,0,0
ProspectID 8806,0,0,0,0,0,0,0
ProspectID 8807,1,1,1,0,1,0,0
ProspectID 8808,1,1,0,0,0,0,0
ProspectID 8809,0,0,0,1,0,0,0
ProspectID 8810,1,1,0,1,0,0,0
ProspectID 8811,1,0,1,0,0,1,1
ProspectID 8812,0,0,0,1,0,1,1
ProspectID 8813,1,1,1,0,1,0,0
ProspectID 8814,1,1,1,0,1,1,1
ProspectID 8815,0,0,0,0,0,0,0
ProspectID 8816,1,1,1,0,1,0,0
ProspectID 8817,1,0,0,1,0,0,0
ProspectID 8818,0,0,0,1,0,0,0
ProspectID 8819,1,1,0,0,0,0,0
ProspectID 8820,1,1,1,1,0,0,0
ProspectID 8821,0,0,0,0,0,1,0
ProspectID 8822,1,1,1,0,1,1,1
ProspectID 8823,1,0,1,0,1,0,1
ProspectID 8824,0,0,0,0,0,1,0
ProspectID 8825,1,1,1,1,1,0,1
ProspectID 8826,1,1,0,1,0,0,0
ProspectID 8827,0,0,0,0,0,0,0
ProspectID 8828,1,1,0,1,0,0,0
ProspectID 8829,1,0,1,0,0,0,0
ProspectID 8830,0,0,0,0,0,0,0
ProspectID 8831,1,1,1,0,1,1,0
ProspectID 8832,1,1,1,0,1,1,0
ProspectID 8833,0,0,0,1,0,0,1
ProspectID 8834,1,1,1,1,1,1,1
ProspectID 8835,1,0,0,0,0,0,0
ProspectID 8836,0,0,0,1,0,0,1
ProspectID 8837,1,1,0,0,0,0,0
ProspectID 8838,1,1,1,0,0,0,0
ProspectID 8839,0,0,0,0,0,0,0
ProspectID 8840,1,1,1,0,1,0,0
ProspectID 8841,1,0,1,1,1,1,0
ProspectID 8842,0,0,0,1,0,1,0
ProspectID 8843,1,1,1,0,1,0,0
ProspectID 8844,1,1,0,1,0,1,1
ProspectID 8845,0,0,0,0,0,0,1
ProspectID 8846,1,1,0,0,0,0,0
ProspectID 8847,1,0,1,0,0,0,1
ProspectID 8848,0,0,0,0,0,0,0
ProspectID 8849,1,1,1,1,1,0,0
ProspectID 8850,1,1,1,1,1,0,0
ProspectID 8851,0,0,0,0,0,1,0
ProspectID 8852,1,1,1,1,1,1,0
ProspectID 8853,1,0,0,0,0,0,0
ProspectID 8854,0,0,0,0,0,1,0
ProspectID 8855,1,1,0,0,0,0,1
ProspectID 8856,1,1,1,0,0,0,1
ProspectID 8857,0,0,0,1,0,0,0
ProspectID 8858,1,1,1,1,1,0,1
ProspectID 8859,1,0,1,0,1,0,0
ProspectID 8860,0,0,0,1,0,0,0
ProspectID 8861,1,1,1,0,1,1,0
ProspectID 8862,1,1,0,0,0,1,0
ProspectID 8863,0,0,0,0,0,0,0
ProspectID 8864,1,1,0,0,0,1,0
ProspectID 8865,1,0,1,1,0,0,0
ProspectID 8866,0,0,0,1,0,0,1
ProspectID 8867,1,1,1,0,1,0,1
ProspectID 8868,1,1,1,1,1,0,0
ProspectID 8869,0,0,0,0,0,0,1
ProspectID 8870,1,1,1,0,1,0,0
ProspectID 8871,1,0,0,0,0,1,0
ProspectID 8872,0,0,0,0,0,1,0
ProspectID 8873,1,1,0,1,0,0,0
ProspectID 8874,1,1,1,1,0,1,0
ProspectID 8875,0,0,0,0,0,0,0
ProspectID 8876,1,1,1,1,1,0,0
ProspectID 8877,1,0,1,0,1,0,1
ProspectID 8878,0,0,0,0,0,0,1
ProspectID 8879,1,1,1,0,1,0,0
ProspectID 8880,1,1,0,0,0,0,1
ProspectID 8881,0,0,0,1,0,1,0
ProspectID 8882,1,1,0,1,0,1,0
ProspectID 8883,1,0,1,0,0,0,0
ProspectID 8884,0,0,0,1,0,1,0
ProspectID 8885,1,1,1,0,1,0,0
ProspectID 8886,1,1,1,0,1,0,0
ProspectID 8887,0,0,0,0,0,0,0
ProspectID 8888,1,1,1,0,1,0,1
ProspectID 8889,1,0,0,1,0,0,1
ProspectID 8890,0,0,0,1,0,0,0
ProspectID 8891,1,1,0,0,0,1,1
ProspectID 8892,1,1,1,1,0,1,0
ProspectID 8893,0,0,0,0,0,0,0
ProspectID 8894,1,1,1,0,1,1,0
ProspectID 8895,1,0,1,0,1,0,0
ProspectID 8896,0,0,0,0,0,0,0
ProspectID 8897,1,1,1,1,1,0,0
ProspectID 8898,1,1,0,1,0,0,0
ProspectID 8899,0,0,0,0,0,0,1
ProspectID 8900,1,1,0,1,0,0,1
ProspectID 8901,1,0,1,0,0,1,0
ProspectID 8902,0,0,0,0,0,1,1
ProspectID 8903,1,1,1,0,1,0,0
ProspectID 8904,1,1,1,0,1,1,0
ProspectID 8905,0,0,0,1,0,0,0
ProspectID 8906,1,1,1,1,1,0,0
ProspectID 8907,1,0,0,0,0,0,0
ProspectID 8908,0,0,0,1,0,0,0
ProspectID 8909,1,1,0,0,0,0,0
ProspectID 8910,1,1,1,0,0,0,1
ProspectID 8911,0,0,0,0,0,1,1
ProspectID 8912,1,1,1,0,1,1,0
ProspectID 8913,1,0,1,1,1,0,1
ProspectID 8914,0,0,0,1,0,1,0
ProspectID 8915,1,1,1,0,1,0,0
ProspectID 8916,1,1,0,1,0,0,0
ProspectID 8917,0,0,0,0,0,0,0
ProspectID 8918,1,1,0,0,0,0,0
ProspectID 8919,1,0,1,0,0,0,0
ProspectID 8920,0,0,0,0,0,0,0
ProspectID 8921,1,1,1,1,1,1,1
ProspectID 8922,1,1,1,1,1,1,1
ProspectID 8923,0,0,0,0,0,0,0
ProspectID 8924,1,1,1,1,1,1,1
ProspectID 8925,1,0,0,0,0,0,0
ProspectID 8926,0,0,0,0,0,0,0
ProspectID 8927,1,1,0,0,0,0,0
ProspectID 8928,1,1,1,0,0,0,0
ProspectID 8929,0,0,0,1,0,0,0
ProspectID 8930,1,1,1,1,1,0,0
ProspectID 8931,1,0,1,0,1,1,0
ProspectID 8932,0,0,0,1,0,1,1
ProspectID 8933,1,1,1,0,1,0,1
ProspectID 8934,1,1,0,0,0,1,0
ProspectID 8935,0,0,0,0,0,0,1
ProspectID 8936,1,1,0,0,0,0,0
ProspectID 8937,1,0,1,1,0,0,0
ProspectID 8938,0,0,0,1,0,0,0
ProspectID 8939,1,1,1,0,1,0,0
ProspectID 8940,1,1,1,1,1,0,0
ProspectID 8941,0,0,0,0,0,1,0
ProspectID 8942,1,1,1,0,1,1,0
ProspectID 8943,1,0,0,0,0,0,1
ProspectID 8944,0,0,0,0,0,1,1
ProspectID 8945,1,1,0,1,0,0,0
ProspectID 8946,1,1,1,1,0,0,1
ProspectID 8947,0,0,0,0,0,0,0
ProspectID 8948,1,1,1,1,1,0,0
ProspectID 8949,1,0,1,0,1,0,0
ProspectID 8950,0,0,0,0,0,0,0
ProspectID 8951,1,1,1,0,1,1,0
ProspectID 8952,1,1,0,0,0,1,0
ProspectID 8953,0,0,0,1,0,0,0
ProspectID 8954,1,1,0,1,0,1,1
ProspectID 8955,1,0,1,0,0,0,1
ProspectID 8956,0,0,0,1,0,0,0
ProspectID 8957,1,1,1,0,1,0,1
ProspectID 8958,1,1,1,0,1,0,0
ProspectID 8959,0,0,0,0,0,0,0
ProspectID 8960,1,1,1,0,1,0,0
ProspectID 8961,1,0,0,1,0,1,0
ProspectID 8962,0,0,0,1,0,1,0
ProspectID 8963,1,1,0,0,0,0,0
ProspectID 8964,1,1,1,1,0,1,0
ProspectID 8965,0,0,0,0,0,0,1
ProspectID 8966,1,1,1,0,1,0,1
ProspectID 8967,1,0,1,0,1,0,0
ProspectID 8968,0,0,0,0,0,0,1
ProspectID 8969,1,1,1,1,1,0,0
ProspectID 8970,1,1,0,1,0,0,0
ProspectID 8971,0,0,0,0,0,1,0
ProspectID 8972,1,1,0,1,0,1,0
ProspectID 8973,1,0,1,0,0,0,0
ProspectID 8974,0,0,0,0,0,1,0
ProspectID 8975,1,1,1,0,1,0,0
ProspectID 8976,1,1,1,0,1,0,1
ProspectID 8977,0,0,0,1,0,0,1
ProspectID 8978,1,1,1,1,1,0,0
ProspectID 8979,1,0,0,0,0,0,1
ProspectID 8980,0,0,0,1,0,0,0
ProspectID 8981,1,1,0,0,0,1,0
ProspectID 8982,1,1,1,0,0,1,0
ProspectID 8983,0,0,0,0,0,0,0
ProspectID 8984,1,1,1,0,1,1,0
ProspectID 8985,1,0,1,1,1,0,0
ProspectID 8986,0,0,0,1,0,0,0
ProspectID 8987,1,1,1,0,1,0,1
ProspectID 8988,1,1,0,1,0,0,1
ProspectID 8989,0,0,0,0,0,0,0
ProspectID 8990,1,1,0,0,0,0,1
ProspectID 8991,1,0,1,0,0,1,0
ProspectID 8992,0,0,0,0,0,1,0
ProspectID 8993,1,1,1,1,1,0,0
ProspectID 8994,1,1,1,1,1,1,0
ProspectID 8995,0,0,0,0,0,0,0
ProspectID 8996,1,1,1,1,1,0,0
ProspectID 8997,1,0,0,0,0,0,0
ProspectID 8998,0,0,0,0,0,0,1
ProspectID 8999,1,1,0,0,0,0,1
ProspectID 9000,1,1,1,0,0,0,0
ProspectID 9001,0,0,0,1,0,1,1
ProspectID 9002,1,1,1,1,1,1,0
ProspectID 9003,1,0,1,0,1,0,0
ProspectID 9004,0,0,0,1,0,1,0
ProspectID 9005,1,1,1,0,1,0,0
ProspectID 9006,1,1,0,0,0,0,0
ProspectID 9007,0,0,0,0,0,0,0
ProspectID 9008,1,1,0,0,0,0,0
ProspectID 9009,1,0,1,1,0,0,1
ProspectID 9010,0,0,0,1,0,0,1
ProspectID 9011,1,1,1,0,1,1,0
ProspectID 9012,1,1,1,1,1,1,1
ProspectID 9013,0,0,0,0,0,0,0
ProspectID 9014,1,1,1,0,1,1,0
ProspectID 9015,1,0,0,0,0,0,0
ProspectID 9016,0,0,0,0,0,0,0
ProspectID 9017,1,1,0,1,0,0,0
ProspectID 9018,1,1,1,1,0,0,0
ProspectID 9019,0,0,0,0,0,0,0
ProspectID 9020,1,1,1,1,1,0,1
ProspectID 9021,1,0,1,0,1,1,1
ProspectID 9022,0,0,0,0,0,1,0
ProspectID 9023,1,1,1,0,1,0,1
ProspectID 9024,1,1,0,0,0,1,0
ProspectID 9025,0,0,0,1,0,0,0
ProspectID 9026,1,1,0,1,0,0,0
ProspectID 9027,1,0,1,0,0,0,0
ProspectID 9028,0,0,0,1,0,0,0
ProspectID 9029,1,1,1,0,1,0,0
ProspectID 9030,1,1,1,0,1,0,0
ProspectID 9031,0,0,0,0,0,1,1
ProspectID 9032,1,1,1,0,1,1,1
ProspectID 9033,1,0,0,1,0,0,0
ProspectID 9034,0,0,0,1,0,1,1
ProspectID 9035,1,1,0,0,0,0,0
ProspectID 9036,1,1,1,1,0,0,0
ProspectID 9037,0,0,0,0,0,0,0
ProspectID 9038,1,1,1,0,1,0,0
ProspectID 9039,1,0,1,0,1,0,0
ProspectID 9040,0,0,0,0,0,0,0
ProspectID 9041,1,1,1,1,1,1,0
ProspectID 9042,1,1,0,1,0,1,1
ProspectID 9043,0,0,0,0,0,0,1
ProspectID 9044,1,1,0,1,0,1,0
ProspectID 9045,1,0,1,0,0,0,1
ProspectID 9046,0,0,0,0,0,0,0
ProspectID 9047,1,1,1,0,1,0,0
ProspectID 9048,1,1,1,0,1,0,0
ProspectID 9049,0,0,0,1,0,0,0
ProspectID 9050,1,1,1,1,1,0,0
ProspectID 9051,1,0,0,0,0,1,0
ProspectID 9052,0,0,0,1,0,1,0
ProspectID 9053,1,1,0,0,0,0,1
ProspectID 9054,1,1,1,0,0,1,1
ProspectID 9055,0,0,0,0,0,0,0
ProspectID 9056,1,1,1,0,1,0,1
ProspectID 9057,1,0,1,1,1,0,0
ProspectID 9058,0,0,0,1,0,0,0
ProspectID 9059,1,1,1,0,1,0,0
ProspectID 9060,1,1,0,1,0,0,0
ProspectID 9061,0,0,0,0,0,1,0
ProspectID 9062,1,1,0,0,0,1,0
ProspectID 9063,1,0,1,0,0,0,0
ProspectID 9064,0,0,0,0,0,1,1
ProspectID 9065,1,1,1,1,1,0,1
ProspectID 9066,1,1,1,1,1,0,0
ProspectID 9067,0,0,0,0,0,0,1
ProspectID 9068,1,1,1,1,1,0,0
ProspectID 9069,1,0,0,0,0,0,0
ProspectID 9070,0,0,0,0,0,0,0
ProspectID 9071,1,1,0,0,0,1,0
ProspectID 9072,1,1,1,0,0,1,0
ProspectID 9073,0,0,0,1,0,0,0
ProspectID 9074,1,1,1,1,1,1,0
ProspectID 9075,1,0,1,0,1,0,1
ProspectID 9076,0,0,0,1,0,0,1
ProspectID 9077,1,1,1,0,1,0,0
ProspectID 9078,1,1,0,0,0,0,1
ProspectID 9079,0,0,0,0,0,0,0
ProspectID 9080,1,1,0,0,0,0,0
ProspectID 9081,1,0,1,1,0,1,0
ProspectID 9082,0,0,0,1,0,1,0
ProspectID 9083,1,1,1,0,1,0,0
ProspectID 9084,1,1,1,1,1,1,0
ProspectID 9085,0,0,0,0,0,0,0
ProspectID 9086,1,1,1,0,1,0,1
ProspectID 9087,1,0,0,0,0,0,1
ProspectID 9088,0,0,0,0,0,0,0
ProspectID 9089,1,1,0,1,0,0,1
ProspectID 9090,1,1,1,1,0,0,0
ProspectID 9091,0,0,0,0,0,1,0
ProspectID 9092,1,1,1,1,1,1,0
ProspectID 9093,1,0,1,0,1,0,0
ProspectID 9094,0,0,0,0,0,1,0
ProspectID 9095,1,1,1,0,1,0,0
ProspectID 9096,1,1,0,0,0,0,0
ProspectID 9097,0,0,0,1,0,0,1
ProspectID 9098,1,1,0,1,0,0,1
ProspectID 9099,1,0,1,0,0,0,0
ProspectID 9100,0,0,0,1,0,0,1
ProspectID 9101,1,1,1,0,1,1,0
ProspectID 9102,1,1,1,0,1,1,0
ProspectID 9103,0,0,0,0,0,0,0
ProspectID 9104,1,1,1,0,1,1,0
ProspectID 9105,1,0,0,1,0,0,0
ProspectID 9106,0,0,0,1,0,0,0
ProspectID 9107,1,1,0,0,0,0,0
ProspectID 9108,1,1,1,1,0,0,1
ProspectID 9109,0,0,0,0,0,0,1
ProspectID 9110,1,1,1,0,1,0,0
ProspectID 9111,1,0,1,0,1,1,1
ProspectID 9112,0,0,0,0,0,1,0
ProspectID 9113,1,1,1,1,1,0,0
ProspectID 9114,1,1,0,1,0,1,0
ProspectID 9115,0,0,0,0,0,0,0
ProspectID 9116,1,1,0,1,0,0,0
ProspectID 9117,1,0,1,0,0,0,0
ProspectID 9118,0,0,0,0,0,0,0
ProspectID 9119,1,1,1,0,1,0,1
ProspectID 9120,1,1,1,0,1,0,1
ProspectID 9121,0,0,0,1,0,1,0
ProspectID 9122,1,1,1,1,1,1,1
ProspectID 9123,1,0,0,0,0,0,0
ProspectID 9124,0,0,0,1,0,1,0
ProspectID 9125,1,1,0,0,0,0,0
ProspectID 9126,1,1,1,0,0,0,0
ProspectID 9127,0,0,0,0,0,0,0
ProspectID 9128,1,1,1,0,1,0,0
ProspectID 9129,1,0,1,1,1,0,0
ProspectID 9130,0,0,0,1,0,0,1
ProspectID 9131,1,1,1,0,1,1,1
ProspectID 9132,1,1,0,1,0,1,0
ProspectID 9133,0,0,0,0,0,0,1
ProspectID 9134,1,1,0,0,0,1,0
ProspectID 9135,1,0,1,0,0,0,0
ProspectID 9136,0,0,0,0,0,0,0
ProspectID 9137,1,1,1,1,1,0,0
ProspectID 9138,1,1,1,1,1,0,0
ProspectID 9139,0,0,0,0,0,0,0
ProspectID 9140,1,1,1,1,1,0,0
ProspectID 9141,1,0,0,0,0,1,1
ProspectID 9142,0,0,0,0,0,1,1
ProspectID 9143,1,1,0,0,0,0,0
ProspectID 9144,1,1,1,0,0,1,1
ProspectID 9145,0,0,0,1,0,0,0
ProspectID 9146,1,1,1,1,1,0,0
ProspectID 9147,1,0,1,0,1,0,0
ProspectID 9148,0,0,0,1,0,0,0
ProspectID 9149,1,1,1,0,1,0,0
ProspectID 9150,1,1,0,0,0,0,0
ProspectID 9151,0,0,0,0,0,1,0
ProspectID 9152,1,1,0,0,0,1,1
ProspectID 9153,1,0,1,1,0,0,1
ProspectID 9154,0,0,0,1,0,1,0
ProspectID 9155,1,1,1,0,1,0,1
ProspectID 9156,1,1,1,1,1,0,0
ProspectID 9157,0,0,0,0,0,0,0
ProspectID 9158,1,1,1,0,1,0,0
ProspectID 9159,1,0,0,0,0,0,0
ProspectID 9160,0,0,0,0,0,0,0
ProspectID 9161,1,1,0,1,0,1,0
ProspectID 9162,1,1,1,1,0,1,0
ProspectID 9163,0,0,0,0,0,0,1
ProspectID 9164,1,1,1,1,1,1,1
ProspectID 9165,1,0,1,0,1,0,0
ProspectID 9166,0,0,0,0,0,0,1
ProspectID 9167,1,1,1,0,1,0,0
ProspectID 9168,1,1,0,0,0,0,0
ProspectID 9169,0,0,0,1,0,0,0
ProspectID 9170,1,1,0,1,0,0,0
ProspectID 9171,1,0,1,0,0,1,0
ProspectID 9172,0,0,0,1,0,1,0
ProspectID 9173,1,1,1,0,1,0,0
ProspectID 9174,1,1,1,0,1,1,1
ProspectID 9175,0,0,0,0,0,0,1
ProspectID 9176,1,1,1,0,1,0,0
ProspectID 9177,1,0,0,1,0,0,1
ProspectID 9178,0,0,0,1,0,0,0
ProspectID 9179,1,1,0,0,0,0,0
ProspectID 9180,1,1,1,1,0,0,0
ProspectID 9181,0,0,0,0,0,1,0
ProspectID 9182,1,1,1,0,1,1,0
ProspectID 9183,1,0,1,0,1,0,0
ProspectID 9184,0,0,0,0,0,1,0
ProspectID 9185,1,1,1,1,1,0,1
ProspectID 9186,1,1,0,1,0,0,1
ProspectID 9187,0,0,0,0,0,0,0
ProspectID 9188,1,1,0,1,0,0,1
ProspectID 9189,1,0,1,0,0,0,0
ProspectID 9190,0,0,0,0,0,0,0
ProspectID 9191,1,1,1,0,1,1,0
ProspectID 9192,1,1,1,0,1,1,0
ProspectID 9193,0,0,0,1,0,0,0
ProspectID 9194,1,1,1,1,1,1,0
ProspectID 9195,1,0,0,0,0,0,0
ProspectID 9196,0,0,0,1,0,0,1
ProspectID 9197,1,1,0,0,0,0,1
ProspectID 9198,1,1,1,0,0,0,0
ProspectID 9199,0,0,0,0,0,0,1
ProspectID 9200,1,1,1,0,1,0,0
ProspectID 9201,1,0,1,1,1,1,0
ProspectID 9202,0,0,0,1,0,1,0
ProspectID 9203,1,1,1,0,1,0,0
ProspectID 9204,1,1,0,1,0,1,0
ProspectID 9205,0,0,0,0,0,0,0
ProspectID 9206,1,1,0,0,0,0,0
ProspectID 9207,1,0,1,0,0,0,1
ProspectID 9208,0,0,0,0,0,0,1
ProspectID 9209,1,1,1,1,1,0,0
ProspectID 9210,1,1,1,1,1,0,1
ProspectID 9211,0,0,0,0,0,1,0
ProspectID 9212,1,1,1,1,1,1,0
ProspectID 9213,1,0,0,0,0,0,0
ProspectID 9214,0,0,0,0,0,1,0
ProspectID 9215,1,1,0,0,0,0,0
ProspectID 9216,1,1,1,0,0,0,0
ProspectID 9217,0,0,0,1,0,0,0
ProspectID 9218,1,1,1,1,1,0,1
ProspectID 9219,1,0,1,0,1,0,1
ProspectID 9220,0,0,0,1,0,0,0
ProspectID 9221,1,1,1,0,1,1,1
ProspectID 9222,1,1,0,0,0,1,0
ProspectID 9223,0,0,0,0,0,0,0
ProspectID 9224,1,1,0,0,0,1,0
ProspectID 9225,1,0,1,1,0,0,0
ProspectID 9226,0,0,0,1,0,0,0
ProspectID 9227,1,1,1,0,1,0,0
ProspectID 9228,1,1,1,1,1,0,0
ProspectID 9229,0,0,0,0,0,0,1
ProspectID 9230,1,1,1,0,1,0,1
ProspectID 9231,1,0,0,0,0,1,0
ProspectID 9232,0,0,0,0,0,1,1
ProspectID 9233,1,1,0,1,0,0,0
ProspectID 9234,1,1,1,1,0,1,0
ProspectID 9235,0,0,0,0,0,0,0
ProspectID 9236,1,1,1,1,1,0,0
ProspectID 9237,1,0,1,0,1,0,0
ProspectID 9238,0,0,0,0,0,0,0
ProspectID 9239,1,1,1,0,1,0,0
ProspectID 9240,1,1,0,0,0,0,1
ProspectID 9241,0,0,0,1,0,1,1
ProspectID 9242,1,1,0,1,0,1,0
ProspectID 9243,1,0,1,0,0,0,1
ProspectID 9244,0,0,0,1,0,1,0
ProspectID 9245,1,1,1,0,1,0,0
ProspectID 9246,1,1,1,0,1,0,0
ProspectID 9247,0,0,0,0,0,0,0
ProspectID 9248,1,1,1,0,1,0,0
ProspectID 9249,1,0,0,1,0,0,0
ProspectID 9250,0,0,0,1,0,0,0
ProspectID 9251,1,1,0,0,0,1,1
ProspectID 9252,1,1,1,1,0,1,1
ProspectID 9253,0,0,0,0,0,0,0
ProspectID 9254,1,1,1,0,1,1,1
ProspectID 9255,1,0,1,0,1,0,0
ProspectID 9256,0,0,0,0,0,0,0
ProspectID 9257,1,1,1,1,1,0,0
ProspectID 9258,1,1,0,1,0,0,0
ProspectID 9259,0,0,0,0,0,0,0
ProspectID 9260,1,1,0,1,0,0,0
ProspectID 9261,1,0,1,0,0,1,0
ProspectID 9262,0,0,0,0,0,1,1
ProspectID 9263,1,1,1,0,1,0,1
ProspectID 9264,1,1,1,0,1,1,0
ProspectID 9265,0,0,0,1,0,0,1
ProspectID 9266,1,1,1,1,1,0,0
ProspectID 9267,1,0,0,0,0,0,0
ProspectID 9268,0,0,0,1,0,0,0
ProspectID 9269,1,1,0,0,0,0,0
ProspectID 9270,1,1,1,0,0,0,0
ProspectID 9271,0,0,0,0,0,1,0
ProspectID 9272,1,1,1,0,1,1,0
ProspectID 9273,1,0,1,1,1,0,1
ProspectID 9274,0,0,0,1,0,1,1
ProspectID 9275,1,1,1,0,1,0,0
ProspectID 9276,1,1,0,1,0,0,1
ProspectID 9277,0,0,0,0,0,0,0
ProspectID 9278,1,1,0,0,0,0,0
ProspectID 9279,1,0,1,0,0,0,0
ProspectID 9280,0,0,0,0,0,0,0
ProspectID 9281,1,1,1,1,1,1,0
ProspectID 9282,1,1,1,1,1,1,0
ProspectID 9283,0,0,0,0,0,0,0
ProspectID 9284,1,1,1,1,1,1,1
ProspectID 9285,1,0,0,0,0,0,1
ProspectID 9286,0,0,0,0,0,0,0
ProspectID 9287,1,1,0,0,0,0,1
ProspectID 9288,1,1,1,0,0,0,0
ProspectID 9289,0,0,0,1,0,0,0
ProspectID 9290,1,1,1,1,1,0,0
ProspectID 9291,1,0,1,0,1,1,0
ProspectID 9292,0,0,0,1,0,1,0
ProspectID 9293,1,1,1,0,1,0,0
ProspectID 9294,1,1,0,0,0,1,0
ProspectID 9295,0,0,0,0,0,0,1
ProspectID 9296,1,1,0,0,0,0,1
ProspectID 9297,1,0,1,1,0,0,0
ProspectID 9298,0,0,0,1,0,0,1
ProspectID 9299,1,1,1,0,1,0,0
ProspectID 9300,1,1,1,1,1,0,0
ProspectID 9301,0,0,0,0,0,1,0
ProspectID 9302,1,1,1,0,1,1,0
ProspectID 9303,1,0,0,0,0,0,0
ProspectID 9304,0,0,0,0,0,1,0
ProspectID 9305,1,1,0,1,0,0,0
ProspectID 9306,1,1,1,1,0,0,1
ProspectID 9307,0,0,0,0,0,0,1
ProspectID 9308,1,1,1,1,1,0,0
ProspectID 9309,1,0,1,0,1,0,1
ProspectID 9310,0,0,0,0,0,0,0
ProspectID 9311,1,1,1,0,1,1,0
ProspectID 9312,1,1,0,0,0,1,0
ProspectID 9313,0,0,0,1,0,0,0
ProspectID 9314,1,1,0,1,0,1,0
ProspectID 9315,1,0,1,0,0,0,0
ProspectID 9316,0,0,0,1,0,0,0
ProspectID 9317,1,1,1,0,1,0,1
ProspectID 9318,1,1,1,0,1,0,1
ProspectID 9319,0,0,0,0,0,0,0
ProspectID 9320,1,1,1,0,1,0,1
ProspectID 9321,1,0,0,1,0,1,0
ProspectID 9322,0,0,0,1,0,1,0
ProspectID 9323,1,1,0,0,0,0,0
ProspectID 9324,1,1,1,1,0,1,0
ProspectID 9325,0,0,0,0,0,0,0
ProspectID 9326,1,1,1,0,1,0,0
ProspectID 9327,1,0,1,0,1,0,0
ProspectID 9328,0,0,0,0,0,0,1
ProspectID 9329,1,1,1,1,1,0,1
ProspectID 9330,1,1,0,1,0,0,0
ProspectID 9331,0,0,0,0,0,1,1
ProspectID 9332,1,1,0,1,0,1,0
ProspectID 9333,1,0,1,0,0,0,0
ProspectID 9334,0,0,0,0,0,1,0
ProspectID 9335,1,1,1,0,1,0,0
ProspectID 9336,1,1,1,0,1,0,0
ProspectID 9337,0,0,0,1,0,0,0
ProspectID 9338,1,1,1,1,1,0,0
ProspectID 9339,1,0,0,0,0,0,1
ProspectID 9340,0,0,0,1,0,0,1
ProspectID 9341,1,1,0,0,0,1,0
ProspectID 9342,1,1,1,0,0,1,1
ProspectID 9343,0,0,0,0,0,0,0
ProspectID 9344,1,1,1,0,1,1,0
ProspectID 9345,1,0,1,1,1,0,0
ProspectID 9346,0,0,0,1,0,0,0
ProspectID 9347,1,1,1,0,1,0,0
ProspectID 9348,1,1,0,1,0,0,0
ProspectID 9349,0,0,0,0,0,0,0
ProspectID 9350,1,1,0,0,0,0,1
ProspectID 9351,1,0,1,0,0,1,1
ProspectID 9352,0,0,0,0,0,1,0
ProspectID 9353,1,1,1,1,1,0,1
ProspectID 9354,1,1,1,1,1,1,0
ProspectID 9355,0,0,0,0,0,0,0
ProspectID 9356,1,1,1,1,1,0,0
ProspectID 9357,1,0,0,0,0,0,0
ProspectID 9358,0,0,0,0,0,0,0
ProspectID 9359,1,1,0,0,0,0,0
ProspectID 9360,1,1,1,0,0,0,0
ProspectID 9361,0,0,0,1,0,1,1
ProspectID 9362,1,1,1,1,1,1,1
ProspectID 9363,1,0,1,0,1,0,0
ProspectID 9364,0,0,0,1,0,1,1
ProspectID 9365,1,1,1,0,1,0,0
ProspectID 9366,1,1,0,0,0,0,0
ProspectID 9367,0,0,0,0,0,0,0
ProspectID 9368,1,1,0,0,0,0,0
